버스정류장명,정류장번호,도로명주소,지번주소,위도,경도,기준일
작실 마을회관,10001,,강원특별자치도 원주시 부론면 단강리  1199,37.164057,127.790732,2024-03-31
해삼터,10002,강원특별자치도 원주시 흥업면 해삼터길 1,강원특별자치도 원주시 흥업면 대안리 산 52,37.303449,127.89303,2024-03-31
해삼터,10003,,강원특별자치도 원주시 흥업면 대안리 312,37.303574,127.892941,2024-03-31
대안리,10004,,강원특별자치도 원주시 흥업면 대안리 1027,37.297705,127.885516,2024-03-31
신촌,10005,,강원특별자치도 원주시 흥업면 대안리 1027,37.29804,127.885978,2024-03-31
느티나무,10006,,강원특별자치도 원주시 흥업면 대안리  2229,37.295533,127.884764,2024-03-31
느티나무,10007,,강원특별자치도 원주시 흥업면 대안리  1319,37.295528,127.884922,2024-03-31
검산,10008,,강원특별자치도 원주시 흥업면 대안리  1200,37.291492,127.884258,2024-03-31
검산,10009,,강원특별자치도 원주시 흥업면 대안리  1200,37.291411,127.884348,2024-03-31
원주제재소,10010,,강원특별자치도 원주시 흥업면 대안리  1200,37.288469,127.882381,2024-03-31
원주제재소,10011,,강원특별자치도 원주시 흥업면 대안리  1200,37.288429,127.882488,2024-03-31
술산리,10012,,강원특별자치도 원주시 흥업면 대안리  1425,37.28393,127.87986,2024-03-31
술산,10013,,강원특별자치도 원주시 흥업면 대안리  1442,37.284033,127.880137,2024-03-31
술미,10014,,강원특별자치도 원주시 흥업면 대안리  1682,37.278405,127.87814,2024-03-31
술미,10015,,강원특별자치도 원주시 흥업면 대안리  1682,37.278401,127.878287,2024-03-31
대안저수지,10016,,강원특별자치도 원주시 흥업면 대안리  1771,37.27466,127.879246,2024-03-31
대안저수지,10017,,강원특별자치도 원주시 흥업면 대안리  1771,37.274994,127.879399,2024-03-31
대안리,10018,강원특별자치도 원주시 흥업면 대안로 578,강원특별자치도 원주시 흥업면 대안리 2237,37.272242,127.878558,2024-03-31
다리골,10019,,강원특별자치도 원주시 귀래면 운남리 116,37.180564,127.920429,2024-03-31
다리골,10020,,강원특별자치도 원주시 귀래면 운남리  135,37.180597,127.919562,2024-03-31
진밭,10021,,강원특별자치도 원주시 문막읍 취병리 799,37.344839,127.770564,2024-03-31
진밭,10022,강원특별자치도 원주시 문막읍 취병로 746,강원특별자치도 원주시 문막읍 취병리 918,37.34406,127.770411,2024-03-31
관설동 종점,10023,,강원특별자치도 원주시 관설동 309,37.300581,127.982576,2024-03-31
관설동 종점,10024,,강원특별자치도 원주시 관설동 312,37.300554,127.982875,2024-03-31
기업도시로,10025,,강원특별자치도 원주시 지정면 가곡리  1482,37.372115,127.870087,2024-03-31
기업도시로,10026,,강원특별자치도 원주시 지정면 가곡리  1321,37.371895,127.869865,2024-03-31
의료기기종합지원센터,10027,,강원특별자치도 원주시 지정면 가곡리  1322,37.370856,127.873331,2024-03-31
누가베스트,10028,,강원특별자치도 원주시 지정면 가곡리  1320,37.370469,127.873924,2024-03-31
동부교사거리,10029,,강원특별자치도 원주시 단구동   1506,37.318103,127.969723,2024-03-31
행가리,10030,,강원특별자치도 원주시 무실동   1031,37.318076,127.915397,2024-03-31
약수터,10031,,강원특별자치도 원주시 행구동   1836,37.336988,128.010187,2024-03-31
솔샘초등학교,10033,,강원특별자치도 원주시 무실동   1862,37.329954,127.928693,2024-03-31
솔샘초등학교,10034,,강원특별자치도 원주시 무실동   1862,37.329487,127.928441,2024-03-31
푸른숨LH3단지,10035,,강원특별자치도 원주시 반곡동 2047,37.320818,127.976228,2024-03-31
푸른숨LH3단지,10036,,강원특별자치도 원주시 반곡동 2049,37.320996,127.975736,2024-03-31
사제보건소,10037,,강원특별자치도 원주시 흥업면 사제리 495,37.327514,127.887713,2024-03-31
가스충전소,10038,,강원특별자치도 원주시 지정면 신평리  1057,37.372865,127.881962,2024-03-31
가스충전소,10039,,강원특별자치도 원주시 지정면 가곡리  1329,37.373047,127.881669,2024-03-31
네오플램,10040,,강원특별자치도 원주시 지정면 신평리  1090,37.378102,127.892886,2024-03-31
네오플램,10041,,강원특별자치도 원주시 지정면 신평리  1110,37.378159,127.890128,2024-03-31
상초구,10042,강원특별자치도 원주시 소초면 상초구길 47,강원특별자치도 원주시 소초면 흥양리 771,37.379719,128.007683,2024-03-31
상초구,10043,,강원특별자치도 원주시 소초면 흥양리  765,37.379657,128.008103,2024-03-31
칠봉암,10044,,강원특별자치도 원주시 신림면 금창리 515,37.256096,128.045408,2024-03-31
금창리경로당,10045,,강원특별자치도 원주시 신림면 금창리  141,37.243902,128.06122,2024-03-31
금창리경로당,10046,,강원특별자치도 원주시 신림면 금창리 143,37.243985,128.061415,2024-03-31
입춘로사거리,10047,,강원특별자치도 원주시 반곡동   1863,37.326288,127.978533,2024-03-31
입춘로사거리,10048,,강원특별자치도 원주시 반곡동   1863,37.326354,127.978907,2024-03-31
요진보네르카운티,10051,,강원특별자치도 원주시 무실동   1680,37.338011,127.923298,2024-03-31
배울마을,10052,,강원특별자치도 원주시 행구동 산176,37.339131,127.984171,2024-03-31
귀래면사무소,10053,,강원특별자치도 원주시 귀래면 운남리 955,37.170176,127.883613,2024-03-31
귀래면사무소,10054,,강원특별자치도 원주시 귀래면 운남리 952,37.170065,127.884139,2024-03-31
국립과학수사연구원,10055,,강원특별자치도 원주시 반곡동 1858,37.329047,127.974089,2024-03-31
반곡관설동주민센터,10056,,강원특별자치도 원주시 반곡동   1810,37.329432,127.974085,2024-03-31
원주여자고등학교,10057,,강원특별자치도 원주시 반곡동 1816,37.335791,127.977789,2024-03-31
무실행정복지센터,10058,,강원특별자치도 원주시 무실동 1747,37.3372,127.927619,2024-03-31
무실신협,10059,,강원특별자치도 원주시 무실동   1686,37.336935,127.927668,2024-03-31
원주양궁장,10060,,강원특별자치도 원주시 문막읍 동화리  155,37.332342,127.853264,2024-03-31
상구현,10061,,강원특별자치도 원주시 지정면 판대리  639,37.413985,127.803861,2024-03-31
상구현,10062,강원특별자치도 원주시 지정면 구재로 353-10,강원특별자치도 원주시 지정면 판대리 643,37.415027,127.804206,2024-03-31
국민건강보험공단,10063,,강원특별자치도 원주시 반곡동 1913,37.324646,127.987641,2024-03-31
국민건강보험공단,10064,,강원특별자치도 원주시 반곡동 1894,37.324676,127.98729,2024-03-31
코아루시티,10065,,강원특별자치도 원주시 반곡동   1891,37.326959,127.984752,2024-03-31
코아루시티,10066,,강원특별자치도 원주시 반곡동   1891,37.327049,127.984403,2024-03-31
장지동,10067,,강원특별자치도 원주시 지정면 판대리 165,37.367886,127.800979,2024-03-31
장지동,10068,,강원특별자치도 원주시 지정면 판대리 165,37.367867,127.801072,2024-03-31
늘품사거리,10069,,강원특별자치도 원주시 단구동 1459,37.328657,127.954684,2024-03-31
경동대학교,10070,강원특별자치도 원주시 문막읍 견훤로 815,강원특별자치도 원주시 문막읍 후용리 882,37.265244,127.796004,2024-03-31
경동대학교,10071,강원특별자치도 원주시 문막읍 견훤로 815,강원특별자치도 원주시 문막읍 후용리 882,37.264947,127.796156,2024-03-31
둔둔2리,10104,,강원특별자치도 원주시 소초면 둔둔리  산 89,37.440998,127.989874,2024-03-31
포진2리,10105,,강원특별자치도 원주시 문막읍 포진리  1081,37.284508,127.813682,2024-03-31
사두정류장,10108,,강원특별자치도 원주시 귀래면 귀래리  575,37.219749,127.869127,2024-03-31
연세대학교,10110,강원특별자치도도 원주시 흥업면 연세대길 1,강원특별자치도 원주시 흥업면 매지리 1496,37.281034,127.902125,2024-03-31
상용곡종점,10111,강원특별자치도도 원주시 호저면 칠봉로 879-33,강원특별자치도 원주시 호저면 용곡리 580,37.461198,127.890578,2024-03-31
대둔리,10112,,강원특별자치도 원주시 문막읍 대둔리  168,37.276253,127.771258,2024-03-31
등안리,10113,,강원특별자치도 원주시 문막읍 건등리  1649,37.325789,127.816779,2024-03-31
샘골종점,10115,,강원특별자치도 원주시 호저면 광격리 704,37.453955,127.938367,2024-03-31
대덕마을,10116,,강원특별자치도 원주시 호저면 대덕리 637,37.424827,127.940364,2024-03-31
밤산골정류장,10117,,강원특별자치도 원주시 문막읍 반계리  1567,37.313184,127.765994,2024-03-31
안국선원,10119,,강원특별자치도 원주시 봉산동   산 154,37.361173,127.993711,2024-03-31
벌새터,10120,,강원특별자치도 원주시 문막읍 취병리  938,37.323194,127.794944,2024-03-31
당우,10121,,강원특별자치도 원주시 귀래면 용암리 897,37.155076,127.833304,2024-03-31
지둔앞,10122,,강원특별자치도 원주시 귀래면 용암리  487,37.154394,127.839549,2024-03-31
은포마을,10123,,강원특별자치도 원주시 귀래면 주포리 442,37.158682,127.860976,2024-03-31
용암말,10124,,강원특별자치도 원주시 귀래면 운남리 1031,37.174746,127.883298,2024-03-31
웃한치,10125,,강원특별자치도 원주시 귀래면 운남리 1042,37.177734,127.884067,2024-03-31
대동마을,10126,,강원특별자치도 원주시 귀래면 운계리 858,37.184477,127.883618,2024-03-31
유현마을,10127,,강원특별자치도 원주시 귀래면 운계리 801,37.188029,127.884027,2024-03-31
웃작실,10128,,강원특별자치도 원주시 부론면 단강리  1470,37.169017,127.794476,2024-03-31
사기막,10131,,강원특별자치도 원주시 부론면 단강리  산 6,37.185308,127.817044,2024-03-31
오얏골,10138,,강원특별자치도 원주시 지정면 간현리 253,37.341608,127.850249,2024-03-31
가현동,10142,,강원특별자치도원주시 가현동 64,37.386021,127.945142,2024-03-31
농심창고,10143,,강원특별자치도 원주시 단구동 74,37.32473,127.965996,2024-03-31
고산낚시터,10144,강원특별자치도 원주시 호저면 호저로 1140,강원특별자치도 원주시 호저면 고산리 산 77,37.467054,127.917799,2024-03-31
하늘마루펜션앞,10145,,강원특별자치도 원주시 호저면 고산리  159,37.469665,127.91812,2024-03-31
선바위농원,10146,,강원특별자치도 원주시 호저면 고산리  616,37.473669,127.919438,2024-03-31
선바위,10147,,강원특별자치도 원주시 호저면 고산리  616,37.477094,127.919624,2024-03-31
동막종점,10148,,강원특별자치도 원주시 호저면 광격리  1010,37.467669,127.933431,2024-03-31
웃골,10149,,강원특별자치도 원주시 가현동   688,37.387538,127.92149,2024-03-31
능골종점,10151,강원특별자치도 원주시 살대울모래기길 149,강원특별자치도 원주시 봉산동 187,37.362192,127.984736,2024-03-31
삼보골,10153,강원특별자치도 원주시 섭재삼보길 226,강원특별자치도 원주시 반곡동 689,37.317041,127.986988,2024-03-31
흥양2리,10154,,강원특별자치도 원주시 소초면 흥양리 892,37.381675,127.996201,2024-03-31
한라대학교(교내),10155,강원특별자치도 원주시 흥업면 사제로 87-9,강원특별자치도 원주시 흥업면 흥업리 1747,37.303146,127.909884,2024-03-31
승안,10157,,강원특별자치도 원주시 흥업면 사제리 1055,37.313269,127.88506,2024-03-31
고청,10158,,강원특별자치도 원주시 귀래면 귀래리 1701,37.229896,127.853254,2024-03-31
귀래3리,10162,,강원특별자치도 원주시 귀래면 귀래리  575,37.219157,127.869353,2024-03-31
벽산아파트,10168,,강원특별자치도 원주시 단계동   947,37.350347,127.933446,2024-03-31
건등리,10169,,강원특별자치도 원주시 문막읍 건등리 194,37.319175,127.831346,2024-03-31
대안리,10178,,강원특별자치도 원주시 흥업면 대안리  1749,37.27228,127.878461,2024-03-31
성문사입구,10180,,강원특별자치도 원주시 행구동   126,37.33962,128.008794,2024-03-31
원주공고,10181,,강원특별자치도 원주시 행구동 산97,37.340708,128.0065,2024-03-31
연화사,10184,,강원특별자치도 원주시 소초면 의관리  산 105,37.438678,127.978332,2024-03-31
우리환경,10185,,강원특별자치도 원주시 소초면 둔둔리  682,37.452175,127.978779,2024-03-31
석동종점,10186,,강원특별자치도 원주시 신림면 구학리 224,37.211755,128.055992,2024-03-31
성남종점,10190,,강원특별자치도 원주시 신림면 성남리  산 170,37.279706,128.085506,2024-03-31
가둔지,10191,강원특별자치도 원주시 신림면 전불길 3-1,강원특별자치도 원주시 신림면 성남리 1061,37.251439,128.083307,2024-03-31
성남골,10192,,강원특별자치도 원주시 신림면 성남리  1066,37.248666,128.084921,2024-03-31
언당,10193,,강원특별자치도 원주시 신림면 신림리 190,37.24358,128.087935,2024-03-31
석기동,10194,,강원특별자치도 원주시 신림면 황둔리 1724,37.25262,128.119924,2024-03-31
물안동,10195,,강원특별자치도 원주시 신림면 황둔리 1726,37.251687,128.125862,2024-03-31
창촌,10196,,강원특별자치도 원주시 신림면 황둔리 1555,37.250256,128.141273,2024-03-31
평촌,10197,,강원특별자치도 원주시 신림면 황둔리  1300,37.248956,128.153865,2024-03-31
재사,10198,,강원특별자치도 원주시 신림면 황둔리 984,37.247199,128.164159,2024-03-31
소야,10199,,강원특별자치도 원주시 신림면 황둔리 575,37.254408,128.176866,2024-03-31
즐개들,10200,,강원특별자치도 원주시 신림면 황둔리 331,37.261817,128.189679,2024-03-31
황둔,10201,,강원특별자치도 원주시 신림면 송계리 658,37.261839,128.192891,2024-03-31
송계1리,10202,,강원특별자치도 원주시 신림면 송계리  산 19,37.265666,128.205469,2024-03-31
유치,10205,,강원특별자치도 원주시 신림면 송계리 385,37.281537,128.201298,2024-03-31
계야강,10206,,강원특별자치도 원주시 신림면 송계리  281,37.284917,128.202356,2024-03-31
계야마을,10207,,강원특별자치도 원주시 신림면 송계리  804,37.29107,128.201171,2024-03-31
섬안이,10208,,강원특별자치도 원주시 신림면 송계리  803,37.294087,128.199292,2024-03-31
두학교앞,10209,,강원특별자치도 원주시 신림면 송계리  803,37.296919,128.194191,2024-03-31
용암 2리,10210,,강원특별자치도 원주시 귀래면 용암리 201,37.179464,127.834976,2024-03-31
사제리,10211,,강원특별자치도 원주시 흥업면 사제리 1420,37.344416,127.879995,2024-03-31
사제리,10212,,강원특별자치도 원주시 흥업면 사제리 1433,37.343745,127.880246,2024-03-31
흥업사거리,10213,,강원특별자치도 원주시 흥업면 흥업리 65,37.303113,127.920028,2024-03-31
외동막,10214,,강원특별자치도 원주시 판부면 서곡리 1214,37.292863,127.940344,2024-03-31
회촌,10215,,강원특별자치도 원주시 흥업면 매지리  600,37.255608,127.910568,2024-03-31
구억동,10216,,강원특별자치도 원주시 판부면 서곡리 823,37.305514,127.933499,2024-03-31
유현,10218,,강원특별자치도 원주시 귀래면 운계리  1253,37.18886,127.88088,2024-03-31
유현,10219,,강원특별자치도 원주시 귀래면 운계리  산 144,37.194003,127.878877,2024-03-31
약수터,10220,,강원특별자치도 원주시 귀래면 운계리 1086,37.199496,127.871688,2024-03-31
탑상골,10221,,강원특별자치도 원주시 귀래면 귀래리 782,37.205245,127.868072,2024-03-31
더덕골,10238,,강원특별자치도 원주시 흥업면 매지리  1770,37.254034,127.900342,2024-03-31
웃골,10247,강원특별자치도 원주시 귀래면 귀문로 203,강원특별자치도 원주시 귀래면 운계리 1252,37.196341,127.875172,2024-03-31
백운전원마을,10248,,강원특별자치도 원주시 판부면 서곡리 871,37.30058,127.936899,2024-03-31
안중천,10249,,강원특별자치도 원주시 판부면 서곡리  1873,37.302031,127.944304,2024-03-31
건너서평,10250,,강원특별자치도 원주시 판부면 서곡리 205,37.300487,127.943734,2024-03-31
내동막,10251,,강원특별자치도 원주시 판부면 서곡리  1956,37.295606,127.942198,2024-03-31
내남송,10252,,강원특별자치도 원주시 판부면 서곡리  126,37.307817,127.945808,2024-03-31
내남송,10253,,강원특별자치도 원주시 판부면 서곡리  145,37.310723,127.943358,2024-03-31
원주화교소학교,10254,,강원특별자치도 원주시 판부면 서곡리 488,37.31459,127.942074,2024-03-31
서평동,10264,,강원특별자치도 원주시 판부면 서곡리 1231,37.29616,127.939703,2024-03-31
영산마을 종점,10265,,강원특별자치도 원주시 호저면 광격리 238,37.448897,127.942984,2024-03-31
광격리입구,10266,,강원특별자치도 원주시 호저면 광격리  82,37.449125,127.929713,2024-03-31
국형사,10271,강원특별자치도 원주시 고문골길 155,강원특별자치도 원주시 행구동 산 103,37.334902,128.011619,2024-03-31
둔지들,10272,,강원특별자치도 원주시 관설동 1313,37.312986,127.975399,2024-03-31
건등리,11001,,강원특별자치도 원주시 문막읍 건등리  207,37.319286,127.831062,2024-03-31
경동대학교,11002,,강원특별자치도 원주시 문막읍 후용리 913,37.264554,127.796458,2024-03-31
궁촌1리,11003,,강원특별자치도 원주시 문막읍 궁촌리 848,37.274468,127.825206,2024-03-31
궁촌1리정류장,11004,,강원특별자치도 원주시 문막읍 궁촌리 773,37.27622,127.824057,2024-03-31
남산교,11005,,강원특별자치도 원주시 문막읍 동화리 1057,37.331776,127.832095,2024-03-31
남도동,11006,,강원특별자치도 원주시 문막읍 반계리  1675,37.292441,127.791802,2024-03-31
넓은터,11007,,강원특별자치도 원주시 문막읍 비두리 1442,37.245896,127.838099,2024-03-31
대둔리,11008,,강원특별자치도 원주시 문막읍 반계리 822,37.276483,127.771984,2024-03-31
덕난,11009,,강원특별자치도 원주시 문막읍 동화리 722,37.323346,127.835936,2024-03-31
덕난,11010,,강원특별자치도 원주시 문막읍 동화리  724,37.322907,127.836384,2024-03-31
도루코공장,11011,,강원특별자치도 원주시 문막읍 건등리  1627,37.321128,127.831074,2024-03-31
도루코공장,11012,강원특별자치도 원주시 문막읍 왕건로 7,강원특별자치도 원주시 문막읍 건등리 203,37.321274,127.831305,2024-03-31
동화골,11013,,강원특별자치도 원주시 문막읍 동화리 산137,37.325701,127.843821,2024-03-31
동화산업단지관리사무소,11014,,강원특별자치도 원주시 문막읍 동화리  1686,37.334291,127.844494,2024-03-31
동화산업단지관리사무소,11015,,강원특별자치도 원주시 문막읍 동화리  1686,37.334155,127.842624,2024-03-31
동화산업단지입구,11016,,강원특별자치도 원주시 문막읍 동화리  1686,37.333363,127.846607,2024-03-31
동화산업단지입구,11017,,강원특별자치도 원주시 문막읍 동화리  1686,37.333391,127.846207,2024-03-31
동화역,11018,강원특별자치도 원주시 문막읍 보통로 221,강원특별자치도 원주시 문막읍 동화리 18,37.341781,127.859551,2024-03-31
동화의료기기,11019,,강원특별자치도 원주시 문막읍 동화리  1659,37.334335,127.837844,2024-03-31
동화의료기기,11020,,강원특별자치도 원주시 문막읍 동화리  1653,37.334208,127.835271,2024-03-31
동화의료기기,11021,,강원특별자치도 원주시 문막읍 동화리 1650,37.334343,127.835079,2024-03-31
동화의료기기,11022,,강원특별자치도 원주시 문막읍 동화리  1659,37.334158,127.837961,2024-03-31
만낭포,11023,,강원특별자치도 원주시 문막읍 동화리 58,37.341008,127.854271,2024-03-31
뒷대전,11024,,강원특별자치도 원주시 문막읍 반계리  1684,37.285121,127.783747,2024-03-31
등안리,11025,,강원특별자치도 원주시 문막읍 건등리  1652,37.325879,127.817668,2024-03-31
만낭포,11026,,강원특별자치도 원주시 문막읍 동화리 65,37.34071,127.853754,2024-03-31
만도아파트,11027,,강원특별자치도 원주시 문막읍 동화리  1531,37.329221,127.829872,2024-03-31
만도아파트,11028,강원특별자치도 원주시 문막읍 왕건로 114,강원특별자치도 원주시 문막읍 동화리 1532,37.329698,127.830219,2024-03-31
문막공업단지,11029,,강원특별자치도 원주시 문막읍 반계리  5,37.298715,127.804501,2024-03-31
문막노인복지센터,11030,,강원특별자치도 원주시 문막읍 반계리 산52,37.293213,127.780349,2024-03-31
문막시장,11031,,강원특별자치도 원주시 문막읍 문막리 481,37.308303,127.816864,2024-03-31
문막읍사무소,11032,,강원특별자치도 원주시 문막읍 건등리  1729,37.310895,127.819677,2024-03-31
문막읍사무소,11033,,강원특별자치도 원주시 문막읍 문막리 547,37.310782,127.819987,2024-03-31
문막주공아파트,11034,,강원특별자치도 원주시 문막읍 건등리 1742,37.316243,127.827151,2024-03-31
문막주공아파트,11035,,강원특별자치도 원주시 문막읍 문막리  638,37.315954,127.827324,2024-03-31
물굽이앞,11036,,강원특별자치도 원주시 문막읍 문막리 243,37.306396,127.814417,2024-03-31
바램이,11037,,강원특별자치도 원주시 문막읍 궁촌리 585,37.269838,127.830078,2024-03-31
비두초등학교,11038,,강원특별자치도 원주시 문막읍 비두리 2182,37.260856,127.834384,2024-03-31
비두초등학교앞,11039,,강원특별자치도 원주시 문막읍 궁촌리  1687,37.262513,127.833804,2024-03-31
벌무내기,11040,,강원특별자치도 원주시 문막읍 반계리 628,37.281815,127.780091,2024-03-31
벌무내기,11041,,강원특별자치도 원주시 문막읍 반계리 397,37.288291,127.786027,2024-03-31
벌새터,11042,,강원특별자치도 원주시 문막읍 취병리  938,37.323356,127.794971,2024-03-31
봉두개울,11043,강원특별자치도 원주시 문막읍 귀문로 746,강원특별자치도 원주시 문막읍 비두리 2172,37.235095,127.846371,2024-03-31
부영아파트,11044,,강원특별자치도 원주시 문막읍 동화리  1531,37.325843,127.829104,2024-03-31
부영아파트,11045,,강원특별자치도 원주시 무실동   1858,37.332371,127.926637,2024-03-31
비두1리,11046,,강원특별자치도 원주시 문막읍 비두리 1094,37.251111,127.835619,2024-03-31
비두1리,11047,,강원특별자치도 원주시 문막읍 비두리 1069,37.250718,127.835801,2024-03-31
비두2리,11048,,강원특별자치도 원주시 문막읍 비두리  2164,37.239008,127.844761,2024-03-31
비두2리,11049,,강원특별자치도 원주시 문막읍 비두리 1953,37.2338,127.846726,2024-03-31
비두냄이,11050,,강원특별자치도 원주시 문막읍 비두리 946,37.254668,127.834949,2024-03-31
비두초등학교,11051,,강원특별자치도 원주시 문막읍 비두리 803,37.258143,127.834397,2024-03-31
삼양유가공,11052,,강원특별자치도 원주시 문막읍 건등리  1622,37.32305,127.829454,2024-03-31
삼양유가공,11053,,강원특별자치도 원주시 문막읍 동화리  1531,37.323261,127.829486,2024-03-31
서들,11054,,강원특별자치도 원주시 문막읍 궁촌리 519,37.268393,127.831214,2024-03-31
서들,11055,,강원특별자치도 원주시 문막읍 궁촌리  1672,37.268141,127.831292,2024-03-31
석지마을입구,11056,,강원특별자치도 원주시 문막읍 건등리  1659,37.318988,127.808561,2024-03-31
세종통신,11057,,강원특별자치도 원주시 문막읍 동화리 91,37.335648,127.853892,2024-03-31
세종통신,11058,,강원특별자치도 원주시 문막읍 동화리  1471,37.335571,127.854124,2024-03-31
에스엔폴,11059,,강원특별자치도 원주시 문막읍 반계리  5,37.296771,127.806606,2024-03-31
문막양궁장입구,11060,,강원특별자치도 원주시 문막읍 동화리  118,37.334369,127.859189,2024-03-31
원주의료고등학교,11061,,강원특별자치도 원주시 문막읍 문막리  1060,37.31242,127.822555,2024-03-31
원주의료고등학교,11062,,강원특별자치도 원주시 문막읍 문막리 745,37.312085,127.822406,2024-03-31
원평마을입구,11063,,강원특별자치도 원주시 문막읍 건등리  1541,37.317238,127.812436,2024-03-31
작백,11064,,강원특별자치도 원주시 문막읍 반계리  1666,37.297793,127.795286,2024-03-31
지샘물,11065,,강원특별자치도 원주시 문막읍 건등리  1647,37.322176,127.811674,2024-03-31
충효공원,11066,강원특별자치도 원주시 문막읍 서들길 2,강원특별자치도 원주시 문막읍 궁촌리 2022,37.26623,127.832352,2024-03-31
충효공원,11067,,강원특별자치도 원주시 문막읍 궁촌리 458,37.266068,127.832314,2024-03-31
취병1리,11068,,강원특별자치도 원주시 문막읍 취병리 408,37.309361,127.800787,2024-03-31
취병2리,11069,강원특별자치도 원주시 문막읍 취병로 106,강원특별자치도 원주시 문막읍 취병리 358,37.310715,127.799809,2024-03-31
취병2리,11070,,강원특별자치도 원주시 문막읍 취병리 331,37.312417,127.800704,2024-03-31
취병리,11071,,강원특별자치도 원주시 문막읍 취병리 33,37.304207,127.80609,2024-03-31
큰앤이,11072,,강원특별자치도 원주시 문막읍 동화리  1486,37.330188,127.834309,2024-03-31
퇴골,11073,,강원특별자치도 원주시 문막읍 반계리  1541,37.302695,127.769021,2024-03-31
남산교,11074,,강원특별자치도 원주시 문막읍 동화리 1088,37.331981,127.832174,2024-03-31
포진,11075,,강원특별자치도 원주시 문막읍 궁촌리 1445,37.281,127.821916,2024-03-31
포진2리,11076,,강원특별자치도 원주시 문막읍 포진리 1073,37.284648,127.813763,2024-03-31
현대차원주출고센터,11077,,강원특별자치도 원주시 문막읍 반계리 83,37.299715,127.798626,2024-03-31
현대차원주출고센터,11078,,강원특별자치도 원주시 문막읍 반계리  1228,37.299306,127.797981,2024-03-31
현진종합개발,11079,,강원특별자치도 원주시 문막읍 동화리  1469,37.324776,127.834602,2024-03-31
형제주유소,11080,,강원특별자치도 원주시 문막읍 건등리  1305,37.318098,127.829949,2024-03-31
형제주유소앞,11081,강원특별자치도 원주시 문막읍 원문로 1643,강원특별자치도 원주시 문막읍 건등리 209,37.318061,127.830274,2024-03-31
후용1리,11082,,강원특별자치도 원주시 문막읍 후용리  1311,37.274726,127.800611,2024-03-31
후용2리,11083,,강원특별자치도 원주시 문막읍 후용리 606,37.271101,127.798897,2024-03-31
후용용수,11084,,강원특별자치도 원주시 문막읍 후용리  509,37.268138,127.79793,2024-03-31
문막2리,11085,,강원특별자치도 원주시 문막읍 문막리 485,37.308724,127.81775,2024-03-31
취병리,11086,,강원특별자치도 원주시 문막읍 취병리 33,37.304303,127.806025,2024-03-31
mbc송신탑,31001,,강원특별자치도 원주시 소초면 흥양리  1493,37.388741,127.979847,2024-03-31
36사단정문,31002,,강원특별자치도 원주시 소초면 흥양리 산254,37.383724,127.967909,2024-03-31
고촌,31003,,강원특별자치도 원주시 소초면 장양리 36,37.420069,127.97496,2024-03-31
고촌,31004,,강원특별자치도 원주시 소초면 장양리 60,37.420195,127.974937,2024-03-31
골말,31005,강원특별자치도 원주시 소초면 치악로 2828,강원특별자치도 원주시 소초면 평장리 846,37.420498,128.003257,2024-03-31
골말,31006,,강원특별자치도 원주시 소초면 평장리  966,37.422975,128.004351,2024-03-31
구룡사,31007,,강원특별자치도 원주시 소초면 학곡리 989,37.405395,128.04639,2024-03-31
구룡사,31008,,강원특별자치도 원주시 소초면 학곡리  산 35,37.412148,128.049464,2024-03-31
구룡사제1주차장,31009,,강원특별자치도 원주시 소초면 학곡리 866,37.419033,128.051689,2024-03-31
국립공원사무소,31010,강원특별자치도 원주시 소초면 구룡사로 234-1,강원특별자치도 원주시 소초면 학곡리 1061,37.414158,128.051189,2024-03-31
넉마루,31011,,강원특별자치도 원주시 소초면 흥양리  1311,37.385543,127.986472,2024-03-31
넉마루,31012,,강원특별자치도 원주시 소초면 흥양리  1311,37.385473,127.986519,2024-03-31
넉마루입구,31013,강원특별자치도 원주시 소초면 황골로 46,강원특별자치도 원주시 소초면 흥양리 1772,37.386266,127.982812,2024-03-31
다리목,31014,,강원특별자치도 원주시 소초면 교항리 1000,37.432308,128.011295,2024-03-31
다리목,31015,,강원특별자치도 원주시 소초면 교항리 1009,37.432133,128.011304,2024-03-31
대동,31016,,강원특별자치도 원주시 소초면 교항리 479,37.432888,128.018452,2024-03-31
독점,31017,,강원특별자치도 원주시 소초면 교항리  1107,37.439171,128.029282,2024-03-31
독점,31018,강원특별자치도 원주시 소초면 치악로 3165,강원특별자치도 원주시 소초면 교항리 301,37.439215,128.028159,2024-03-31
독점,31019,,강원특별자치도 원주시 소초면 교항리 173,37.439491,128.033227,2024-03-31
돌모루,31020,,강원특별자치도 원주시 소초면 흥양리 1529,37.386195,127.977641,2024-03-31
둔둔2리,31021,강원특별자치도 원주시 소초면 둔둔로 221,강원특별자치도 원주시 소초면 둔둔리 산 85,37.440831,127.989524,2024-03-31
둔둔리,31022,,강원특별자치도 원주시 소초면 둔둔리 985,37.446074,127.978262,2024-03-31
둔둔리,31023,,강원특별자치도 원주시 소초면 둔둔리 985,37.446472,127.977691,2024-03-31
고리골,31024,,강원특별자치도 원주시 소초면 둔둔리  585,37.452888,127.988397,2024-03-31
산촌개발 체험관,31025,,강원특별자치도 원주시 소초면 둔둔리 산91,37.443615,127.989756,2024-03-31
양지마을,31026,,강원특별자치도 원주시 소초면 둔둔리  31,37.447818,127.990049,2024-03-31
