버스정류장명,정류장번호,도로명주소,지번주소,위도,경도,기준일
벽산아파트,60027,,강원특별자치도 원주시 단계동   948,37.35193,127.93285,2024-03-31
장미아파트,60028,,강원특별자치도 원주시 단계동   948,37.352006,127.932054,2024-03-31
금불사거리,60029,,강원특별자치도 원주시 단계동   945,37.347419,127.928745,2024-03-31
금불사거리,60030,,강원특별자치도 원주시 단계동   1128,37.347279,127.928559,2024-03-31
봉화산주공아파트,60031,,강원특별자치도 원주시 단계동   1155,37.351745,127.925745,2024-03-31
봉화산주공아파트,60032,,강원특별자치도 원주시 단계동   1155,37.351902,127.925774,2024-03-31
사랑의집,60033,,강원특별자치도 원주시 단계동 740,37.358943,127.919957,2024-03-31
서원주유소,60035,강원특별자치도 원주시 샘둔지길 11,강원특별자치도 원주시 단계동 805,37.348037,127.935325,2024-03-31
시외.고속버스터미널,60036,,강원특별자치도 원주시 단계동   1012,37.344006,127.930708,2024-03-31
시외.고속버스터미널,60037,,강원특별자치도 원주시 단계동   1012,37.344258,127.930818,2024-03-31
원예하나로마트,60038,,강원특별자치도 원주시 명륜동 308,37.34068,127.939381,2024-03-31
원예하나로마트,60039,,강원특별자치도 원주시 단계동 803,37.340782,127.939112,2024-03-31
원주교도소,60040,,강원특별자치도 원주시 단계동   1027,37.340576,127.931884,2024-03-31
청소년수련관,60041,,강원특별자치도 원주시 단계동   947,37.340954,127.936507,2024-03-31
코오롱아파트,60042,,강원특별자치도 원주시 단계동   945,37.342926,127.927049,2024-03-31
코오롱아파트정문,60043,강원특별자치도 원주시 로아노크로 15-1,강원특별자치도 원주시 단계동 880,37.343356,127.927554,2024-03-31
원주교육문화관,60044,,강원특별자치도 원주시 단계동 171,37.351495,127.934542,2024-03-31
평원중학교,60045,,강원특별자치도 원주시 단계동 산27,37.338626,127.93697,2024-03-31
하나로마트,60046,강원특별자치도 원주시 서원대로 245,강원특별자치도 원주시 단계동 804,37.340475,127.937615,2024-03-31
합동청사,60047,,강원특별자치도 원주시 단계동 783,37.34592,127.934027,2024-03-31
합동청사,60048,강원특별자치도 원주시 북원로 2245,강원특별자치도 원주시 단계동 850,37.345628,127.933472,2024-03-31
부대앞,61002,,강원특별자치도 원주시 가현동 142,37.388215,127.942829,2024-03-31
부대앞,61003,강원특별자치도 원주시 가치래미길 6-20,강원특별자치도 원주시 가현동 5,37.388105,127.943011,2024-03-31
가현종점,61004,,강원특별자치도 원주시 가현동 220,37.394058,127.939806,2024-03-31
가현동,61005,,강원특별자치도 원주시 가현동 125,37.386249,127.94297,2024-03-31
북원중학교,61006,,강원특별자치도 원주시 가현동 48,37.386625,127.947941,2024-03-31
북원중학교,61007,,강원특별자치도 원주시 태장동   1404,37.387411,127.94837,2024-03-31
웃골,61008,강원특별자치도 원주시 봉장길 32,강원특별자치도 원주시 가현동 316,37.387462,127.921474,2024-03-31
점실,61009,,강원특별자치도 원주시 가현동 454,37.391566,127.931842,2024-03-31
점실,61010,,강원특별자치도 원주시 가현동 517,37.38985,127.931153,2024-03-31
KT지사,61011,강원특별자치도 원주시 원일로 295,강원특별자치도 원주시 학성동 1167,37.360224,127.940463,2024-03-31
KT지사,61012,,강원특별자치도 원주시 학성동 949,37.359975,127.940947,2024-03-31
강원정비기술학원,61013,,강원특별자치도 원주시 우산동 300,37.366671,127.940427,2024-03-31
농협사료원주공장,61014,,강원특별자치도 원주시 우산동 400,37.378515,127.939031,2024-03-31
농협사료원주공장,61015,,강원특별자치도 원주시 우산동 317,37.378923,127.938896,2024-03-31
단계이안아파트,61016,강원특별자치도 원주시 모란1길 52,강원특별자치도 원주시 단계동 1165,37.36136,127.934302,2024-03-31
대동택시,61017,,강원특별자치도 원주시 우산동 300,37.364863,127.938406,2024-03-31
대동택시,61018,,강원특별자치도 원주시 우산동 301,37.36466,127.938971,2024-03-31
동보아파트,61019,,강원특별자치도 원주시 우산동 317,37.374832,127.938854,2024-03-31
동보아파트,61020,,강원특별자치도 원주시 우산동 317,37.374719,127.938559,2024-03-31
동우아파트,61021,,강원특별자치도 원주시 우산동 302,37.36545,127.935839,2024-03-31
동우아파트,61022,,강원특별자치도 원주시 우산동 291,37.365766,127.936062,2024-03-31
북원교,61023,,강원특별자치도 원주시 우산동 300,37.376822,127.944688,2024-03-31
북원교,61024,,강원특별자치도 원주시 우산동 300,37.376879,127.944912,2024-03-31
강원도경제진흥원,61025,,강원특별자치도 원주시 우산동 405,37.380659,127.94122,2024-03-31
강원도경제진흥원,61026,,강원특별자치도 원주시 우산동 405,37.381168,127.940176,2024-03-31
삼한주유소,61027,,강원특별자치도 원주시 우산동 300,37.367639,127.940819,2024-03-31
상지대입구,61028,,강원특별자치도 원주시 우산동 121,37.370118,127.9371,2024-03-31
상지대학교,61029,,강원특별자치도 원주시 우산동 302,37.369303,127.936719,2024-03-31
우두산마을,61030,,강원특별자치도 원주시 우산동   804,37.381166,127.935817,2024-03-31
우두산마을,61031,,강원특별자치도 원주시 우산동 536,37.381005,127.935822,2024-03-31
우리병원,61032,,강원특별자치도 원주시 우산동 300,37.374563,127.943392,2024-03-31
우산공단사거리,61033,,강원특별자치도 원주시 우산동 333,37.375411,127.938306,2024-03-31
우산공단사거리,61034,,강원특별자치도 원주시 우산동 317,37.375488,127.938101,2024-03-31
우산119안전센터,61035,,강원특별자치도 원주시 우산동 411,37.374478,127.941448,2024-03-31
우산119안전센터,61036,,강원특별자치도 원주시 우산동 411,37.374294,127.941344,2024-03-31
우산어린이집,61037,강원특별자치도 원주시 우산공단길 159,강원특별자치도 원주시 우산동 458,37.381486,127.937642,2024-03-31
우산어린이집,61038,강원특별자치도 원주시 우산공단길 159,강원특별자치도 원주시 우산동 458,37.381611,127.937649,2024-03-31
우산철교(폴리텍대학),61039,,강원특별자치도 원주시 단계동 46,37.360176,127.939207,2024-03-31
우산철교(폴리텍대학),61040,,강원특별자치도 원주시 단계동 46,37.3604,127.939721,2024-03-31
우산초교,61041,,강원특별자치도 원주시 우산동 302,37.368316,127.936467,2024-03-31
우산초교,61042,,강원특별자치도 원주시 우산동 227,37.368297,127.936698,2024-03-31
원주원예농협,61043,,강원특별자치도 원주시 우산동 232,37.367462,127.937998,2024-03-31
원주원예농협,61044,,강원특별자치도 원주시 우산동 230,37.367581,127.938493,2024-03-31
진광중고등학교,61045,,강원특별자치도 원주시 우산동 302,37.371896,127.937325,2024-03-31
진광중고등학교,61046,,강원특별자치도 원주시 우산동 316,37.372601,127.937731,2024-03-31
한라비발디2차정문,61047,,강원특별자치도 원주시 우산동 183,37.36316,127.931551,2024-03-31
한라비발디아파트,61048,강원특별자치도 원주시 모란1길 69,강원특별자치도 원주시 우산동 817,37.362181,127.931864,2024-03-31
한라비발디후문,61049,,강원특별자치도 원주시 우산동   189,37.364566,127.933214,2024-03-31
현대자동차(상공회의소),61050,,강원특별자치도 원주시 우산동 300,37.371288,127.941497,2024-03-31
우리병원,61051,,강원특별자치도 원주시 우산동 300,37.373446,127.943021,2024-03-31
현대자동차(상공회의소),61052,,강원특별자치도 원주시 우산동 300,37.371989,127.942157,2024-03-31
KBS송신소,63002,,강원특별자치도 원주시 태장동 800,37.359361,127.954559,2024-03-31
36사단정문,63003,,강원특별자치도 원주시 소초면 흥양리 산254,37.383707,127.967637,2024-03-31
개인택시조합,63004,,강원특별자치도 원주시 태장동 15,37.370253,127.967117,2024-03-31
개인택시조합,63005,,강원특별자치도 원주시 태장동 2788,37.370951,127.967391,2024-03-31
과학고등학교,63006,,강원특별자치도 원주시 태장동   산 97,37.375983,127.970147,2024-03-31
강원과학고등학교,63007,,강원특별자치도 원주시 태장동   338,37.376426,127.970479,2024-03-31
금광포란재아파트,63008,강원특별자치도 원주시 포란재로 28-2,강원특별자치도 원주시 태장동 581,37.376239,127.954733,2024-03-31
두진백로아파트,63009,,강원특별자치도 원주시 태장동 1341,37.383203,127.953526,2024-03-31
두진아파트앞,63010,,강원특별자치도 원주시 태장동 1341,37.38307,127.953729,2024-03-31
태장농공단지,63011,,강원특별자치도 원주시 태장동   1822,37.402079,127.953695,2024-03-31
사러가플러스마트,63037,,강원특별자치도 원주시 태장동   727,37.357281,127.957114,2024-03-31
새마을회관,63013,,강원특별자치도 원주시 태장동 770,37.357371,127.955189,2024-03-31
새마을회관,63014,,강원특별자치도 원주시 태장동 797,37.357507,127.954684,2024-03-31
성호샤인힐즈,63015,,강원특별자치도 원주시 태장동 149,37.363356,127.96279,2024-03-31
성호샤인힐즈,63016,,강원특별자치도 원주시 태장동   128,37.362938,127.960001,2024-03-31
성호아파트,63017,,강원특별자치도 원주시 태장동   129,37.362819,127.962051,2024-03-31
소일,63018,,강원특별자치도 원주시 태장동   1328,37.368626,127.964882,2024-03-31
소일,63019,,강원특별자치도 원주시 태장동 2788,37.368201,127.962969,2024-03-31
안흥한의원,63020,,강원특별자치도 원주시 태장동 1385,37.382965,127.948199,2024-03-31
안흥한의원,63021,,강원특별자치도 원주시 태장동 1341,37.382941,127.949022,2024-03-31
약수터,63022,,강원특별자치도 원주시 태장동 378,37.383523,127.961464,2024-03-31
KGC인삼공사원주공장,63023,강원특별자치도 원주시 소초면 북원로 2962,강원특별자치도 원주시 소초면 장양리 723,37.406972,127.956608,2024-03-31
KGC인삼공사원주공장,63024,,강원특별자치도 원주시 소초면 장양리 715,37.407026,127.956425,2024-03-31
영진아파트,63025,,강원특별자치도 원주시 태장동 896,37.36762,127.950956,2024-03-31
영진아파트,63026,,강원특별자치도 원주시 태장동 924,37.368101,127.950774,2024-03-31
우성2차아파트,63027,강원특별자치도 원주시 현충로 314,강원특별자치도 원주시 태장동 1425,37.380645,127.948049,2024-03-31
우성아파트,63028,,강원특별자치도 원주시 태장동   2067,37.396248,127.951507,2024-03-31
우성아파트,63029,,강원특별자치도 원주시 태장동   2067,37.396215,127.951791,2024-03-31
원주교통카드사업소,63030,,강원특별자치도 원주시 태장동 755,37.354068,127.954947,2024-03-31
원주교통카드사업소,63031,,강원특별자치도 원주시 태장동 754,37.354131,127.955244,2024-03-31
한국도로공사,63032,,강원특별자치도 원주시 태장동   1882,37.400284,127.952896,2024-03-31
장양초등학교,63033,,강원특별자치도 원주시 태장동   2617,37.399388,127.952816,2024-03-31
정암아파트,63035,,강원특별자치도 원주시 태장동 540,37.383436,127.957931,2024-03-31
정암아파트,63036,,강원특별자치도 원주시 태장동 539,37.383288,127.957496,2024-03-31
사러가플러스마트,63012,강원특별자치도 원주시 치악로 1989,강원특별자치도 원주시 태장동   700,37.35751,127.957005,2024-03-31
태장1동주민센터,63038,,강원특별자치도 원주시 태장동   1330,37.355741,127.956034,2024-03-31
태장1동주민센터,63039,,강원특별자치도 원주시 태장동 765,37.355721,127.955762,2024-03-31
태장2동,63040,,강원특별자치도 원주시 태장동   1404,37.384798,127.947757,2024-03-31
태장2동,63041,,강원특별자치도 원주시 가현동 88,37.384175,127.947292,2024-03-31
태장2동주민센터,63042,,강원특별자치도 원주시 태장동 1067,37.382439,127.951056,2024-03-31
태장농공단지,63043,,강원특별자치도 원주시 태장동   1720,37.403551,127.947591,2024-03-31
태장동보렉스,63044,,강원특별자치도 원주시 태장동 125,37.361264,127.960877,2024-03-31
동보렉스아파트,63045,,강원특별자치도 원주시 태장동   2725,37.361012,127.960904,2024-03-31
행복한마트,63046,강원특별자치도 원주시 현충로 314,강원특별자치도 원주시 태장동 1425,37.380531,127.947766,2024-03-31
태장주공2단지,63047,,강원특별자치도 원주시 태장동   2713,37.385284,127.954891,2024-03-31
태장주공2단지,63048,,강원특별자치도 원주시 태장동   2713,37.385438,127.95494,2024-03-31
태장주공4단지,63049,,강원특별자치도 원주시 태장동   2720,37.385368,127.9566,2024-03-31
태장주공아파트,63050,,강원특별자치도 원주시 태장동 1417,37.384113,127.952908,2024-03-31
태장주공아파트,63051,,강원특별자치도 원주시 태장동   2713,37.3847,127.953244,2024-03-31
태장중학교,63052,,강원특별자치도 원주시 태장동 산145,37.359083,127.958432,2024-03-31
태장중학교,63053,,강원특별자치도 원주시 태장동   712,37.359011,127.958599,2024-03-31
태장초등학교,63054,,강원특별자치도 원주시 태장동 1014,37.377151,127.949716,2024-03-31
태장초등학교,63055,,강원특별자치도 원주시 태장동 1034,37.377783,127.949669,2024-03-31
태장현대아파트입구,63056,,강원특별자치도 원주시 태장동 849,37.36146,127.954069,2024-03-31
태장현대아파트입구,63057,강원특별자치도 원주시 현충로 70,강원특별자치도 원주시 태장동 852,37.361273,127.954397,2024-03-31
흥화브라운빌,63058,강원특별자치도 원주시 현충로58번길 23,강원특별자치도 원주시 태장동 2716,37.361385,127.956945,2024-03-31
태장현대아파트정문,63059,,강원특별자치도 원주시 태장동 2810,37.361865,127.958705,2024-03-31
한일주유소,63060,,강원특별자치도 원주시 태장동   1420,37.381148,127.946541,2024-03-31
태장삼거리,63061,,강원특별자치도 원주시 태장동   1420,37.38094,127.946799,2024-03-31
현충탑,63062,,강원특별자치도 원주시 태장동 874,37.363758,127.952739,2024-03-31
현충탑,63063,,강원특별자치도 원주시 태장동 875,37.363762,127.952245,2024-03-31
능골종점,64001,,강원특별자치도 원주시 봉산동 240,37.362147,127.98467,2024-03-31
동신아파트,64002,,강원특별자치도 원주시 봉산동   1202,37.341923,127.968585,2024-03-31
동신아파트,64003,,강원특별자치도 원주시 봉산동   1202,37.34205,127.968598,2024-03-31
배말타운,64004,,강원특별자치도 원주시 봉산동 1045,37.350253,127.956087,2024-03-31
배말타운,64005,,강원특별자치도 원주시 봉산동 1046,37.350456,127.956188,2024-03-31
번재,64007,,강원특별자치도 원주시 봉산동 345,37.363441,127.977681,2024-03-31
번재소류지,64008,,강원특별자치도 원주시 봉산동 337,37.364695,127.978215,2024-03-31
번재,64010,,강원특별자치도 원주시 봉산동 668,37.361875,127.976859,2024-03-31
번재삼거리,64011,,강원특별자치도 원주시 봉산동   1161,37.358916,127.976757,2024-03-31
봉산삼익아파트,64012,,강원특별자치도 원주시 봉산동   1202,37.341722,127.965683,2024-03-31
봉산삼익아파트,64013,,강원특별자치도 원주시 봉산동   1202,37.341803,127.965167,2024-03-31
봉산천주교,64014,,강원특별자치도 원주시 봉산동 933,37.34474,127.964756,2024-03-31
봉산천주교,64015,,강원특별자치도 원주시 봉산동 934,37.344625,127.964607,2024-03-31
살대울,64016,,강원특별자치도 원주시 봉산동 563,37.34991,127.974912,2024-03-31
살대울,64017,,강원특별자치도 원주시 봉산동 581,37.352198,127.974818,2024-03-31
역사박물관,64018,,강원특별자치도 원주시 봉산동 818,37.343523,127.966621,2024-03-31
아래화실,64019,,강원특별자치도 원주시 봉산동 467,37.348225,127.978337,2024-03-31
원주시선거관리위원회,64020,,강원특별자치도 원주시 봉산동 908,37.346325,127.961511,2024-03-31
원주시선거위원회,64021,,강원특별자치도 원주시 봉산동 981,37.346346,127.961159,2024-03-31
원주역사박물관,64022,,강원특별자치도 원주시 봉산동 846,37.342973,127.967412,2024-03-31
철다리,64024,강원특별자치도 원주시 육판길 210,강원특별자치도 원주시 봉산동 1154,37.355796,127.975959,2024-03-31
효성백년가약아파트,64025,,강원특별자치도 원주시 행구동 1794,37.345006,127.972622,2024-03-31
너르네사거리,64026,,강원특별자치도 원주시 행구동 1756,37.342222,127.972658,2024-03-31
원주초등학교,64027,,강원특별자치도 원주시 봉산동 1127,37.347258,127.957734,2024-03-31
원주초등학교,64028,,강원특별자치도 원주시 봉산동 1122,37.347262,127.957948,2024-03-31
거름터,66001,,강원특별자치도 원주시 행구동 1168,37.349881,127.999376,2024-03-31
거름터,66002,,강원특별자치도 원주시 행구동   1827,37.349838,127.999871,2024-03-31
건영아파트,66003,강원특별자치도 원주시 행구로 282-7,강원특별자치도 원주시 행구동 1528,37.34276,127.987427,2024-03-31
건영아파트,66004,,강원특별자치도 원주시 행구동 0,37.342935,127.987019,2024-03-31
국형사,66005,강원특별자치도 원주시 고문골길 155,강원특별자치도 원주시 행구동 99,37.335431,128.011194,2024-03-31
너르네,66006,강원특별자치도 원주시 행구로 157-3,강원특별자치도 원주시 행구동 1844,37.342298,127.972151,2024-03-31
느티나무정류장,66007,,강원특별자치도 원주시 행구동 942,37.336784,127.998741,2024-03-31
덕현길입구,66008,,강원특별자치도 원주시 행구동 1048,37.343432,127.997688,2024-03-31
명성레미콘,66009,,강원특별자치도 원주시 소초면 흥양리  77,37.360163,128.006294,2024-03-31
명성레미콘,66010,,강원특별자치도 원주시 소초면 흥양리  85,37.36151,128.006889,2024-03-31
미산머리,66011,,강원특별자치도 원주시 행구동   1832,37.348763,127.988837,2024-03-31
배울마을,66012,,강원특별자치도 원주시 행구동 산176,37.339131,127.983886,2024-03-31
구봉대초교입구,66013,,강원특별자치도 원주시 행구동   1836,37.335752,127.993706,2024-03-31
구봉대초교입구,66014,,강원특별자치도 원주시 행구동 1440,37.335841,127.993797,2024-03-31
행구수변공원,66015,,강원특별자치도 원주시 행구동 1061,37.343721,127.994469,2024-03-31
행구수변공원,66016,,강원특별자치도 원주시 행구동 1348,37.343387,127.993704,2024-03-31
청솔골,66017,,강원특별자치도 원주시 행구동 431,37.35375,128.004632,2024-03-31
청솔골,66018,,강원특별자치도 원주시 행구동 431,37.354185,128.005037,2024-03-31
석경사입구,66019,,강원특별자치도 원주시 행구동 산29,37.356201,128.006236,2024-03-31
성문사입구,66020,강원특별자치도 원주시 고문골길 51,강원특별자치도 원주시 행구동 147,37.339928,128.008567,2024-03-31
신월랑,66021,,강원특별자치도 원주시 행구동 666,37.343048,128.002093,2024-03-31
아래화실,66022,,강원특별자치도 원주시 봉산동 481,37.348236,127.981204,2024-03-31
약수터,66023,,강원특별자치도 원주시 행구동 76,37.337048,128.010292,2024-03-31
영랑,66024,,강원특별자치도 원주시 행구동   1689,37.339487,127.974812,2024-03-31
오리현마을,66025,,강원특별자치도 원주시 행구동 926,37.335776,127.996542,2024-03-31
오리현마을,66026,,강원특별자치도 원주시 행구동 927,37.335886,127.996877,2024-03-31
웃화실,66027,,강원특별자치도 원주시 봉산동 46,37.348371,127.984319,2024-03-31
웃화실,66028,,강원특별자치도 원주시 봉산동 산197,37.348766,127.986441,2024-03-31
원주공고,66029,강원특별자치도 원주시 고문골길 51,강원특별자치도 원주시 행구동 147,37.340851,128.006374,2024-03-31
유암마을,66030,,강원특별자치도 원주시 행구동   1176,37.350233,127.995591,2024-03-31
유암마을,66031,,강원특별자치도 원주시 행구동   1175,37.350331,127.995719,2024-03-31
행구현대아파트,66032,,강원특별자치도 원주시 행구동 1656,37.34067,127.979161,2024-03-31
행구동유암길,66033,,강원특별자치도 원주시 행구동   1826,37.349143,127.991756,2024-03-31
행구현대아파트,66034,,강원특별자치도 원주시 행구동 1610,37.343401,127.979198,2024-03-31
행구현대아파트,66035,,강원특별자치도 원주시 행구동 1656,37.340277,127.978935,2024-03-31
현대아파트,66036,,강원특별자치도 원주시 행구동 1621,37.34328,127.980291,2024-03-31
현대아파트후문,66037,,강원특별자치도 원주시 행구동 1658,37.339037,127.978683,2024-03-31
현대아파트후문,66038,,강원특별자치도 원주시 행구동   1683,37.338932,127.978685,2024-03-31
황골삼거리,66039,,강원특별자치도 원주시 소초면 흥양리  109,37.363723,128.006831,2024-03-31
황골삼거리,66040,강원특별자치도 원주시 소초면 운곡로 356,강원특별자치도 원주시 소초면 흥양리 265,37.364483,128.007586,2024-03-31
효성백년가약아파트,66041,,강원특별자치도 원주시 행구동   1832,37.34514,127.972397,2024-03-31
대성고등학교,67001,,강원특별자치도 원주시 무실동 662,37.326833,127.921822,2024-03-31
봉바위,67002,,강원특별자치도 원주시 무실동   1828,37.332751,127.930132,2024-03-31
봉바위,67003,,강원특별자치도 원주시 무실동   1828,37.332598,127.930297,2024-03-31
마장동,67004,,강원특별자치도 원주시 무실동 947,37.313243,127.916304,2024-03-31
무실e편한세상,67005,,강원특별자치도 원주시 무실동 1755,37.338217,127.918056,2024-03-31
무실e편한세상아파트,67006,,강원특별자치도 원주시 무실동 1755,37.338141,127.918217,2024-03-31
무실송삼마을,67007,,강원특별자치도 원주시 무실동 1249,37.333044,127.918587,2024-03-31
무실주공8차아파트,67008,,강원특별자치도 원주시 무실동   1775,37.337485,127.930912,2024-03-31
무실주공아파트,67009,,강원특별자치도 원주시 무실동   1689,37.336262,127.923815,2024-03-31
무실주공아파트,67010,,강원특별자치도 원주시 무실동   1689,37.336382,127.923868,2024-03-31
무실초등학교,67011,,강원특별자치도 원주시 무실동   1648,37.335525,127.921347,2024-03-31
무실초교,67012,,강원특별자치도 원주시 무실동 1748,37.335688,127.921101,2024-03-31
휴먼시아6차(원주어시장),67013,,강원특별자치도 원주시 무실동 1758,37.335843,127.918804,2024-03-31
법원,67014,,강원특별자치도 원주시 무실동   1821,37.332686,127.933431,2024-03-31
법원,67015,,강원특별자치도 원주시 무실동   1821,37.333351,127.933391,2024-03-31
베스파타운,67016,,강원특별자치도 원주시 무실동   1685,37.335096,127.926994,2024-03-31
베스파타운,67017,강원특별자치도 원주시 시청로 92,강원특별자치도 원주시 무실동 1645,37.334896,127.927036,2024-03-31
부영아파트,67018,,강원특별자치도 원주시 문막읍 동화리  1536,37.326621,127.829567,2024-03-31
세영리첼,67019,,강원특별자치도 원주시 무실동 1861,37.330601,127.92703,2024-03-31
삼육초중고교,67020,,강원특별자치도 원주시 무실동 662,37.326775,127.922052,2024-03-31
새골,67021,,강원특별자치도 원주시 무실동   1821,37.33154,127.934239,2024-03-31
송삼,67022,,강원특별자치도 원주시 무실동 1217,37.332146,127.915723,2024-03-31
원주교도소,67023,,강원특별자치도 원주시 단계동   921,37.340183,127.932104,2024-03-31
원주시청,67024,,강원특별자치도 원주시 무실동   1753,37.340483,127.922091,2024-03-31
원주시청,67025,,강원특별자치도 원주시 무실동   1753,37.340668,127.922409,2024-03-31
원주시청(백운아트홀),67026,,강원특별자치도 원주시 무실동 1755,37.340064,127.920172,2024-03-31
원주시청(백운아트홀),67027,,강원특별자치도 원주시 무실동 1755,37.340543,127.920407,2024-03-31
이마트,67028,,강원특별자치도 원주시 무실동 1060,37.321176,127.918279,2024-03-31
E-마트,67029,,강원특별자치도 원주시 무실동 1060,37.320712,127.918254,2024-03-31
이화마을,67030,,강원특별자치도 원주시 무실동 1914,37.336864,127.935188,2024-03-31
이화마을,67031,강원특별자치도 원주시 이화2길 13,강원특별자치도 원주시 단계동 931,37.337464,127.935359,2024-03-31
평원중학교,67032,강원특별자치도 원주시 무실로 222,강원특별자치도 원주시 단계동 913,37.33882,127.936796,2024-03-31
한지테마공원,67033,,강원특별자치도 원주시 무실동   1794,37.336006,127.933834,2024-03-31
한지테마공원,67034,,강원특별자치도 원주시 무실동   1793,37.335765,127.934042,2024-03-31
합포원,67035,,강원특별자치도 원주시 무실동   969,37.313955,127.916006,2024-03-31
행가리,67036,,강원특별자치도 원주시 무실동 산133,37.318745,127.917472,2024-03-31
행가리,67037,,강원특별자치도 원주시 무실동 산133,37.318848,127.917215,2024-03-31
행가리,67038,,강원특별자치도 원주시 무실동   1031,37.318068,127.915467,2024-03-31
휴먼시아6차(원주어시장),67039,,강원특별자치도 원주시 무실동 1759,37.335636,127.918573,2024-03-31
KT강원본부,68001,,강원특별자치도 원주시 단구동 39,37.316652,127.969788,2024-03-31
관설동 종점,68002,,강원특별자치도 원주시 관설동 712,37.301907,127.981454,2024-03-31
관설동 차고지,68003,,강원특별자치도 원주시 관설동 677,37.304738,127.978452,2024-03-31
관설동 화훼단지,68004,,강원특별자치도 원주시 관설동 1319,37.315242,127.971392,2024-03-31
관설동화훼단지,68005,,강원특별자치도 원주시 관설동 624,37.315089,127.971207,2024-03-31
대평교,68008,강원특별자치도 원주시 치악로 1413,강원특별자치도 원주시 관설동 1297,37.312402,127.974118,2024-03-31
대평교,68009,,강원특별자치도 원주시 관설동 1319,37.312483,127.974474,2024-03-31
둔지들,68010,,강원특별자치도 원주시 관설동 1313,37.312891,127.975229,2024-03-31
영서고,68011,,강원특별자치도 원주시 관설동 1302,37.311341,127.975432,2024-03-31
영서고등학교,68012,,강원특별자치도 원주시 관설동 624,37.310116,127.9765,2024-03-31
영서고등학교입구,68013,강원특별자치도 원주시 치악로 1388,강원특별자치도 원주시 관설동 1309,37.311493,127.976027,2024-03-31
원주자동차운전학원,68014,,강원특별자치도 원주시 관설동   310,37.302223,127.981102,2024-03-31
청솔5차아파트,68015,,강원특별자치도 원주시 관설동   1775,37.315395,127.964235,2024-03-31
청솔5차아파트,68016,,강원특별자치도 원주시 관설동   1773,37.315911,127.963177,2024-03-31
청솔6.8차아파트,68017,,강원특별자치도 원주시 관설동   1710,37.316508,127.967437,2024-03-31
청솔6.8차아파트,68018,,강원특별자치도 원주시 관설동   1710,37.316583,127.967229,2024-03-31
치악고등학교,68019,,강원특별자치도 원주시 관설동   1762,37.316716,127.960535,2024-03-31
치악고등학교,68020,,강원특별자치도 원주시 관설동   1753,37.316891,127.959436,2024-03-31
현진4차아파트,68023,,강원특별자치도 원주시 관설동   1762,37.316265,127.96148,2024-03-31
대한적십자사,68024,,강원특별자치도 원주시 반곡동 1885,37.323775,127.978757,2024-03-31
건강보험심사평가원,68025,,강원특별자치도 원주시 반곡동 2047,37.322892,127.980721,2024-03-31
국립과학수사연구원,68026,,강원특별자치도 원주시 반곡동   1335,37.328869,127.972922,2024-03-31
국립과학수사연구원,68027,,강원특별자치도 원주시 반곡동   107,37.328891,127.973215,2024-03-31
단구소방파출소,68028,,강원특별자치도 원주시 단구동 195,37.3304,127.961797,2024-03-31
단구소방파출소,68029,,강원특별자치도 원주시 단구동 195,37.330275,127.962022,2024-03-31
한국광해광업공단,68030,,강원특별자치도 원주시 반곡동   1892,37.32552,127.992521,2024-03-31
한국광해광업공단,68031,,강원특별자치도 원주시 반곡동 1997,37.325807,127.993141,2024-03-31
도로교통공단,68032,,강원특별자치도 원주시 반곡동 2049,37.324794,127.975667,2024-03-31
도로교통공단,68033,,강원특별자치도 원주시 반곡동   1860,37.325085,127.975756,2024-03-31
반곡아이파크,68034,,강원특별자치도 원주시 반곡동 1807,37.335245,127.963129,2024-03-31
반곡아이파크정문,68035,,강원특별자치도 원주시 단구동 1433,37.335349,127.962899,2024-03-31
방송통신대학,68036,강원특별자치도 원주시 오리현길 30,강원특별자치도 원주시 반곡동 1523,37.339057,127.969284,2024-03-31
방송통신대학,68037,,강원특별자치도 원주시 반곡동 1455,37.339192,127.969905,2024-03-31
원주보훈요양원,68038,,강원특별자치도 원주시 반곡동   1892,37.330705,127.991466,2024-03-31
원주보훈요양원,68039,,강원특별자치도 원주시 반곡동 1967,37.33113,127.991516,2024-03-31
봉대초등학교,68040,,강원특별자치도 원주시 반곡동   1965,37.332998,127.987871,2024-03-31
푸른숨LH9단지,68041,,강원특별자치도 원주시 반곡동   1823,37.334505,127.983931,2024-03-31
봉대초등학교,68042,,강원특별자치도 원주시 반곡동   1965,37.333633,127.987357,2024-03-31
아이파크후문,68043,,강원특별자치도 원주시 반곡동   1793,37.336858,127.964707,2024-03-31
반곡아이파크후문,68044,,강원특별자치도 원주시 반곡동   1793,37.336976,127.964713,2024-03-31
영서방송,68045,,강원특별자치도 원주시 반곡동   1810,37.327471,127.977337,2024-03-31
영서방송,68046,,강원특별자치도 원주시 반곡동   1810,37.32797,127.97722,2024-03-31
반곡중학교,68047,,강원특별자치도 원주시 반곡동 산1,37.336094,127.974184,2024-03-31
원주여고,68048,,강원특별자치도 원주시 반곡동 1818,37.337263,127.978708,2024-03-31
반곡중학교,68049,,강원특별자치도 원주시 반곡동 산1,37.336707,127.974004,2024-03-31
원주여고,68050,,강원특별자치도 원주시 반곡동 1812,37.335048,127.976785,2024-03-31
원주여고,68051,,강원특별자치도 원주시 반곡동   1814,37.335395,127.976731,2024-03-31
